+--------------+----------------------+
|     Gene     | Number of Variations |
| NM_001286349 |          2           |
| NM_001286044 |          2           |
| NM_001286043 |          2           |
| NM_001286042 |          2           |
|  NM_001285   |          2           |
| NM_001282669 |          2           |
| NM_001282542 |          2           |
| NM_001282541 |          2           |
| NM_001281430 |          2           |
| NM_001276464 |          2           |
| NM_001276349 |          2           |
| NM_001276348 |          2           |
| NM_001270517 |          2           |
| NM_001270384 |          2           |
| NM_001258216 |          2           |
| NM_001258215 |          2           |
| NM_001258214 |          2           |
| NM_001257966 |          2           |
| NM_001257965 |          2           |
| NM_001255981 |          2           |
| NM_001255980 |          2           |
| NM_001255979 |          2           |
| NM_001255978 |          2           |
| NM_001252512 |          2           |
| NM_001252511 |          2           |
| NM_001243768 |          2           |
|  NM_001243   |          2           |
| NM_001242925 |          2           |
| NM_001204089 |          2           |
| NM_001204088 |          2           |
| NM_001204083 |          2           |
| NM_001204082 |          2           |
| NM_001201551 |          2           |
| NM_001201550 |          2           |
| NM_001199092 |          2           |
| NM_001198957 |          2           |
| NM_001198956 |          2           |
| NM_001198783 |          2           |
| NM_001195035 |          2           |
| NM_001195000 |          2           |
| NM_001194999 |          2           |
| NM_001193640 |          2           |
| NM_001164586 |          2           |
| NM_001162916 |          2           |
| NM_001160331 |          2           |
| NM_001145036 |          2           |
| NM_001142590 |          2           |
| NM_001142589 |          2           |
| NM_001142588 |          2           |
| NM_001142587 |          2           |
| NM_001136219 |          2           |
| NM_001135610 |          2           |
| NM_001127660 |          2           |
| NM_001127328 |          2           |
| NM_001114101 |          2           |
| NM_001102566 |          2           |
| NM_001099772 |          2           |
| NM_001099627 |          2           |
| NM_001099625 |          2           |
| NM_001098475 |          2           |
| NM_001080397 |          2           |
| NM_001048183 |          2           |
| NM_001040033 |          2           |
| NM_001039802 |          2           |
| NM_001039464 |          2           |
| NM_001039152 |          2           |
| NM_001033667 |          2           |
| NM_001032363 |          2           |
| NM_001030287 |          2           |
| NM_001018001 |          2           |
| NM_001018000 |          2           |
| NM_001017999 |          2           |
| NM_001017977 |          2           |
| NM_001012970 |          2           |
| NM_001012331 |          2           |
| NM_001009568 |          2           |
| NM_001006658 |          2           |
| NM_001006625 |          2           |
| NM_001006624 |          2           |
| NM_001005752 |          2           |
| NM_001003665 |          2           |
| NM_001001396 |          2           |
|  NM_000929   |          2           |
|  NM_000911   |          2           |
|  NM_000779   |          2           |
|  NM_000715   |          2           |
|  NM_000560   |          2           |
|  NM_000374   |          2           |
|  NM_000254   |          2           |
|  NM_000016   |          2           |
|  NR_168387   |          1           |
|  NR_165188   |          1           |
|  NR_165157   |          1           |
|  NR_165156   |          1           |
|  NR_165155   |          1           |
|  NR_165154   |          1           |
|  NR_165153   |          1           |
|  NR_165152   |          1           |
|  NR_165151   |          1           |
|  NR_165150   |          1           |
|  NR_165149   |          1           |
|  NR_165148   |          1           |
|  NR_165147   |          1           |
|  NR_165146   |          1           |
|  NR_165145   |          1           |
|  NR_165144   |          1           |
|  NR_165143   |          1           |
|  NR_165142   |          1           |
|  NR_165141   |          1           |
|  NR_165140   |          1           |
|  NR_165139   |          1           |
|  NR_165138   |          1           |
|  NR_165137   |          1           |
|  NR_165136   |          1           |
|  NR_165135   |          1           |
|  NR_165134   |          1           |
|  NR_165133   |          1           |
|  NR_165132   |          1           |
|  NR_165131   |          1           |
|  NR_165130   |          1           |
|  NR_165129   |          1           |
|  NR_165128   |          1           |
|  NR_165127   |          1           |
|  NR_165126   |          1           |
|  NR_165125   |          1           |
|  NR_165124   |          1           |
|  NR_165123   |          1           |
|  NR_165122   |          1           |
